ID,RougeMesuré,VertMesuré,BleuMesuré,Brightness,L21S_VDD2L_MEM_ENERGY_AVG_UWS,UFS(Disk)_ENERGY_AVG_UWS,S12S_VDD_AUR_ENERGY_AVG_UWS,Camera_ENERGY_AVG_UWS,GPU3D_ENERGY_AVG_UWS,Sensor_ENERGY_AVG_UWS,Memory_ENERGY_AVG_UWS,Memory_ENERGY_AVG_UWS.1,Display_ENERGY_AVG_UWS,GPS_ENERGY_AVG_UWS,GPU_ENERGY_AVG_UWS,WLANBT_ENERGY_AVG_UWS,L22M_DISP_ENERGY_AVG_UWS,S6M_LLDO1_ENERGY_AVG_UWS,S8M_LLDO2_ENERGY_AVG_UWS,S9M_VDD_CPUCL0_M_ENERGY_AVG_UWS,CPU_BIG_ENERGY_AVG_UWS,CPU_LITTLE_ENERGY_AVG_UWS,CPU_MID_ENERGY_AVG_UWS,INFRASTRUCTURE_ENERGY_AVG_UWS,CELLULAR_ENERGY_AVG_UWS,CELLULAR_ENERGY_AVG_UWS.1,INFRASTRUCTURE_ENERGY_AVG_UWS.1,TPU_ENERGY_AVG_UWS,CPU_LITTLE_FREQ_KHz,CPU_MID_FREQ_KHz,CPU_BIG_FREQ_KHz,GPU0_FREQ,GPU_1FREQ,GPU_MEM_AVG,BATTERY_DISCHARGE_TOTAL_UA,BATTERY_DISCHARGE_RATE_UAS,TOTAL_DATA_WIFI_BYTES,AVG_SOC_TEMP,DIFF_SOC_TEMP,BATTERY__PERCENT,L21S_VDD2L_MEM_ENERGY_UW,UFS(Disk)_ENERGY_UW,S12S_VDD_AUR_ENERGY_UW,Camera_ENERGY_UW,GPU3D_ENERGY_UW,Sensor_ENERGY_UW,Memory_ENERGY_UW,Memory_ENERGY_UW.1,Display_ENERGY_UW,GPS_ENERGY_UW,GPU_ENERGY_UW,WLANBT_ENERGY_UW,L22M_DISP_ENERGY_UW,S6M_LLDO1_ENERGY_UW,S8M_LLDO2_ENERGY_UW,S9M_VDD_CPUCL0_M_ENERGY_UW,CPU_BIG_ENERGY_UW,CPU_LITTLE_ENERGY_UW,CPU_MID_ENERGY_UW,INFRASTRUCTURE_ENERGY_UW,CELLULAR_ENERGY_UW,CELLULAR_ENERGY_UW.1,INFRASTRUCTURE_ENERGY_UW.1,TPU_ENERGY_UW,C_ID,C_PL,M_ID,M_PL
0,32,40,188,48,2783.048711,31526.12584,5889.448326,22975.69766,88081.60316,13520.38263,34844.07918,242926.5202,282138.0436,544.945405,365543.9906,142200.0069,50641.77434,183131.1128,37462.47263,27255.81946,2000847.133,551461.7509,1974581.773,362491.771,8126.588141,0,61172.37147,0,1213324,4640709,2867752,886019,871426,563507200,-14000,1806387.4,6204451,33375,5898,100,83833,932911,178375,701404,2636822,408574,1046781,7260958,8465616,16421,10986629,4278647,1517434,5460745,1132316,825403,58376056,16562913,59313522,10845836,239115,0,1851440,0,0,52.46266667,0,5005670.773
1,160,213,87,100,2767.7861,32091.85211,6000.364739,25655.31039,77808.78711,14502.10534,32790.07796,207156.4821,503484.7422,557.3555214,322674.6395,199879.4376,50905.34057,153763.4241,36513.41298,22066.01817,1705200.52,364721.3878,354238.0395,312114.4837,8307.787995,0,54768.61227,0,1204965,1041026,2218509,828774,800764,528617472,-10000,1284494.769,1638739,39229.16667,1113,100,82679,938591,179432,767428,2326772,429357,979581,6223311,15004447,16642,9621018,5965268,1518159,4591616,1090319,660431,51175472,10891415,10365546,9320314,235178,0,1638069,0,15.60666667,33.55393333,325134.9067,4862364
2,117,16,152,52,2837.521058,32063.76785,5784.204505,28103.68843,29550.12662,12950.51439,18002.25557,113773.3447,241791.9876,509.8921347,93585.44395,200528.1108,53003.4914,184412.0106,38184.86985,27496.02949,1746724.344,539165.3589,1430254.009,161678.8335,7482.855478,0,46960.40042,0,979708,3444339,2835045,313765,241235,472702976,-12000,1507074.8,1952385,41045.28571,2889,100,84816,952965,172620,844783,886343,387080,540497,3394859,7216159,15274,2795771,6021397,1578428,5466321,1144206,822331,51562014,16102261,42657671,4828914,215062,0,1406759,0,28.48,44.25106667,254170.2667,4843529.067
3,94,120,103,92,2432.537817,31293.87008,5902.317332,26241.30573,63219.09585,12543.16883,26647.78114,155331.8698,292715.8663,541.9564786,261897.5036,74964.93726,53272.00661,131764.8307,34576.05981,19723.77584,932370.9753,309738.1632,114721.6533,176044.4437,6812.469423,0,39043.85495,0,1061468,794611,1867156,770232,668140,506462208,-8000,727788.0385,1327500,40658.625,69,100,76999,974475,186168,828754,1996597,396168,851371,4935526,9237671,17124,8292842,2468593,1683032,4175104,1095099,629369,29452811,10566070,4072483,5738994,209921,0,1240886,0,10.91333333,31.20486667,278257.76,4877474.507
4,231,191,150,59,2887.679612,34047.31314,6348.345499,29204.83915,78887.87012,13595.00997,34415.68179,202641.0469,468785.6601,587.4495706,327536.0071,205202.9984,54561.2643,154628.0887,38261.6886,22797.97606,1547478.15,394109.1839,276864.4734,280677.7988,7665.524669,0,55471.80934,0,1044489,940304,2208314,830193,787597,528166912,-10000,1170509.074,1098022,42446.11111,2496,99,87096,1104536,190886,883809,2373092,408951,1036394,6105948,14029287,17677,9831322,6177893,1632394,4623366,1151289,683531,46425021,11709184,8168598,8408356,229688,0,1685814,0,12.12751678,31.43013423,297903.2215,4886299.114
5,121,73,133,66,2886.172109,36157.12108,6374.884753,29923.69157,77049.68531,13861.05343,34741.78897,203445.3958,276927.7507,587.1846331,317072.9382,205001.9574,53709.71855,157519.4556,39308.10613,26047.02123,878626.01,458368.7639,1225521.407,248096.6023,7587.669015,0,54995.98287,0,1133732,3761832,1877197,820801,765026,544305152,-12000,1186297.577,1406238,44370.875,3064,99,86481,1063300,191663,897371,2291504,415996,1037974,6042302,8306794,17644,9450992,6169879,1610843,4646544,1176374,771860,26189422,13410752,34019144,7281545,226393,0,1626075,0,35.88590604,52.12845638,312946.6846,4902515.839
6,228,86,110,93,2929.359668,29077.42889,5508.76327,26118.73697,31201.15727,12011.50098,11068.22891,91996.39724,384404.3426,506.7855988,90642.66769,195490.9606,53653.69758,125572.1962,33723.83791,19435.75191,430229.9073,312308.4957,445945.7742,96158.48572,5965.777294,0,36062.85863,0,1131475,2560943,1337181,366434,279687,539430912,-4000,814849.88,1249870,44143.55556,-297,98,83399,829133,158737,748168,894163,345195,326591,2654125,11735631,14580,2640089,5654574,1537631,3621987,970245,562886,12184261,9089825,13041891,2803300,161454,0,1031940,0,32.22818792,48.61624161,245790.4161,4890146.309
7,197,113,207,19,2854.181084,29810.65288,6136.397412,24136.38079,78097.07337,13082.88771,33916.46042,200575.0581,216858.7094,575.3385951,323686.3307,205183.1333,51668.34207,131166.6787,35747.05714,20748.47386,994342.6149,280665.5079,160718.9662,272170.2363,7004.373777,0,51625.25908,0,1010727,961022,1959863,842711,813897,612458496,-8000,800825.75,1018262,44093.71429,2086,97,90104,1018681,194451,765798,2449565,414000,1076191,6347801,6867136,18213,10091868,6477156,1634578,4145064,1133331,661434,30624656,8984774,5121764,8566725,217756,0,1638991,0,16.91275168,33.53630872,377898.3356,5022234.658
8,86,155,93,23,2654.440377,33600.03732,6074.632524,28690.94052,69731.49272,13119.05681,32155.44393,178902.6098,145516.4145,557.8195635,295823.9927,203915.8922,52207.97169,136544.391,36261.03192,22814.20778,765742.8052,367647.4914,639405.4637,188908.3997,7253.358036,0,44562.73276,0,1112397,2970830,1837189,815988,727623,546885632,-8000,940676.9167,2179995,45439.66667,1904,97,79479,994538,182255,860803,2087660,392428,959805,5349420,4348963,16703,8785523,6128874,1559309,4075701,1085120,681747,22883888,11085103,18369168,5694106,218673,0,1338935,0,36.28,52.2698,294761.3333,4931528.48
9,72,57,126,19,2285.507295,27382.98203,5921.496569,21393.84218,52867.40565,12408.1161,11564.15717,120177.0605,137971.5207,537.4571845,190266.0289,201953.7833,52444.20815,125651.1886,33227.85411,19123.16916,330296.6266,204320.0686,83152.10723,128208.639,8369.935482,0,33302.52177,0,1000636,794115,1300473,683637,571287,577359872,-4000,608515.2857,865399,44554.71429,-367,96,72202,846794,182626,671264,1727146,384107,463449,4040268,4230338,16638,6488471,6276943,1618894,3875488,1029939,592536,12467819,6792174,2853488,4388489,239834,0,1078408,0,17.79333333,35.04286667,313292.88,5040995.227
10,108,106,170,53,2226.165861,31407.53202,6004.984906,28009.05589,36974.54723,12822.12106,20416.05568,197869.2193,318065.2676,535.9262684,120205.6123,226552.5695,54742.96286,156263.9258,35841.3701,26940.74013,331938.4162,590003.2192,480456.6286,159739.0945,6784.809151,0,41723.28626,0,1782062,err,1127859,458839,346411,487063552,-8000,874747.5,4348794,45214.72727,454,95,68285,961715,184352,859996,1129503,393521,633748,6189526,9746209,16439,3679036,6944957,1679953,4818062,1099550,837726,10228030,18371187,14994249,4993759,207746,0,1287701,0,55.38,74.02753333,356440.6133,5059740.693
11,114,129,186,83,4561.822376,28446.21633,5553.972368,24361.06625,21426.19217,11829.3004,6726.40848,71405.54682,500139.3098,515.3132789,54201.37286,203314.8586,49679.00095,105528.0137,32280.68125,18465.95776,216177.6654,249067.6485,210842.9005,63378.82769,8403.244718,0,33305.66356,0,1048338,1625655,1110129,236250,182573,516997120,-4000,486296.5,1175580,44396.5,-801,95,114457,706413,138582,609625,541098,296444,170619,1812209,12533249,12893,1352839,5040520,1243569,2643634,805889,460890,5478932,6236325,5254935,1570381,209075,0,834383,0,28.74666667,46.81786667,247152.8267,4907974.907
12,158,208,137,28,4483.332138,28223.39809,5486.839916,24503.93955,29898.34209,11679.67986,8985.721287,84055.65004,233200.3575,513.025533,85447.6339,203170.5823,53743.94957,107078.1855,32177.94468,17969.61757,150045.0636,231195.5141,188451.0976,72572.73107,7078.032796,0,33504.43578,0,993285,1100272,901030,373035,283389,482373632,-4000,471023.4483,1486585,43249.28571,-343,95,141060,926906,181300,809170,995370,388603,322182,2883676,7765067,16953,2857070,6744925,1777253,3591669,1068120,601953,6495264,7888582,5838151,2670511,231771,0,1116217,0,8.153333333,27.07926667,245581.0933,4839620.987
13,44,182,222,9,2752.487437,29355.95071,5866.385307,23736.64012,75935.0941,12696.18783,32301.17806,199353.315,157966.6574,555.1065338,314708.8876,199800.1361,50845.58514,130207.6397,34698.78048,20306.28509,946670.6795,277644.8594,164662.5817,283036.7448,6715.223995,0,51011.97571,0,911563,946060,1949271,838877,815794,586948608,-6000,808581.5769,2107326,43953,2315,94,81955,953875,175116,707377,2254467,379233,964805,5931439,4700703,16565,9342325,5957837,1514229,3882269,1033270,605715,27756654,8185324,5025689,8394427,202512,0,1521373,0,14.08724832,31.54053691,358941.7181,4977194.497
14,101,128,64,19,2211.895099,30875.03945,5696.703165,25695.21709,44577.65511,12106.29625,13012.94789,108086.7302,117822.9285,523.4601165,168262.7196,196438.6108,54259.45893,126040.7772,32697.78304,18709.86396,304542.4032,222146.4934,118123.9424,123656.5699,6562.898976,0,33017.61385,0,1016228,881413,1117669,592238,489636,508723200,-4000,537047.1724,1099389,44445,-252,94,73380,1008878,188539,850850,1479402,401584,448150,3659765,4005565,17357,5536786,6506901,1796702,4201338,1087439,629053,10500082,7763850,4337160,4252929,226975,0,1102794,0,16.63087248,36.28697987,255947.0067,4984782.336
15,48,233,209,19,2219.975542,31312.02586,5569.758027,26040.61848,38192.85796,12410.03576,21041.08169,123992.1249,230632.7421,514.8447693,127812.6138,196080.3663,53708.34475,130946.694,34555.67493,20697.73507,567190.288,338336.6437,507637.4288,137834.738,7219.617642,0,35799.71148,0,1146545,2374308,1680317,505265,397313,518287360,-8000,826099.92,1097801,44384.875,1031,93,66415,919804,166085,778487,1139514,369689,621527,3683849,6872254,15377,3850375,5823170,1598692,3882551,1027952,616602,16865912,10125049,14324572,4114715,210776,0,1067224,0,29.36912752,46.08865772,267106.2819,4853832.886
16,157,46,12,62,2365.394135,29584.41001,5811.722267,23582.68096,53005.49686,12750.28886,31186.93553,222182.2834,172579.1639,531.0156389,203576.3427,198661.8531,52279.90753,158633.09,35538.70518,28851.20008,338233.5165,755387.4424,554054.9046,199752.5793,7091.288581,0,43415.0456,0,2082609,err,1146596,621643,539397,555126784,-6000,961754.6538,1022595,44896.2,1612,93,71452,883481,175969,715927,1592023,385092,947678,6732991,5187187,16007,6175123,5969700,1575761,4808932,1072505,874692,10219188,22838202,16931618,6051286,215244,0,1324043,0,62.52666667,76.2954,393502.56,5037681.84
17,239,7,163,97,2236.159458,31162.9928,5982.618537,25969.3446,48112.69611,13065.34014,20028.92966,199485.7487,559170.3901,537.1981398,172592.3413,216653.1168,54068.47758,159967.0723,35852.66854,27882.20335,344483.6287,647262.8537,509126.8892,165720.1085,6643.147454,0,42875.01431,0,1968010,err,1131765,617450,480224,547827712,-8000,946189.7308,2574369,46051.42857,740,92,67311,929444,179998,783164,1447122,392560,611473,6089241,16800146,16142,5185808,6445958,1627213,4846435,1080646,844215,10343191,19571608,15710837,5028185,206163,0,1295161,0,61.55333333,77.89266667,374703.92,5105919.84
18,187,181,121,32,2513.381281,28956.88385,5973.309178,22887.47069,54954.1814,12957.5365,28270.7961,156305.7651,240535.9232,557.5164389,227968.3546,213253.2233,52681.2076,127811.5495,35227.81593,20240.90575,343684.8286,298652.1684,289706.1229,173042.5693,7531.791423,0,40428.06095,0,894335,1844874,1148033,614753,554239,519045120,-6000,644409.5556,5522245,46344.66667,191,91,77500,881921,184660,706884,1694629,399511,870690,4833994,7410863,17190,6992525,6549282,1625111,3942092,1086689,624159,10596567,9237872,8954287,5331813,230002,0,1247122,0,38.57718121,52.70261745,328299.0604,4953134.685
19,176,73,55,39,2349.657891,29328.1549,5887.516966,23242.34869,52547.06206,12737.11853,17713.25952,134009.8757,161364.55,541.9080219,211345.5193,201250.6911,53181.50171,136628.6379,34627.66093,20960.88835,343301.2291,331778.1037,404119.3334,146210.8091,7033.807785,0,37984.8446,0,1221547,2161489,1152181,630312,544262,511377408,-6000,666970.8077,871474,45860.28571,453,91,70623,871362,176468,698460,1575985,382892,530517,4023579,4847899,16279,6349492,6052249,1596663,4105911,1040704,629458,10318242,9970371,12118893,4388305,208527,0,1138710,0,45.28666667,59.7146,291281.1733,4891680.72
20,241,50,103,16,2132.04022,29146.68367,5585.216001,23526.77357,44649.87165,12090.05945,11118.35861,114267.7389,137272.7745,511.2849974,170685.0327,199550.705,52186.04327,123258.2764,32520.81886,18942.77384,319751.4785,222677.7103,103028.6745,129328.7137,6712.443965,0,33394.03099,0,1000112,817947,1148625,602218,516904,515764224,-4000,550660.8846,1099583,45465.14286,-454,90,63486,853643,166497,700121,1329792,359902,332265,3407991,4090979,15237,5068318,5983219,1556003,3675702,969303,564628,9527411,6712176,3058539,3867406,199101,0,992919,0,17.65333333,35.82306667,285363.76,4857943.2
21,71,95,175,18,2401.013189,27145.69451,5701.985683,21754.46832,53397.57935,12606.10854,27195.59529,149321.6583,174345.2484,532.4672245,214793.4831,231796.812,51722.09316,131541.4371,34744.86488,20736.92069,341881.2504,332767.3444,401020.5295,168949.4896,6628.359126,0,39393.76689,0,1233633,2183686,1148155,613782,554085,554635264,-6000,754907.0741,6067379,45429.42857,1181,90,76976,868087,182996,701793,1712385,405382,871245,4794345,5577054,17101,6928629,7334011,1661901,4226835,1115331,665391,10955130,10803192,12924431,5426492,226965,0,1266475,0,45.69127517,59.23624161,337785.1007,4988081.879
22,97,22,96,87,2269.534622,31651.85409,5774.276583,28013.36478,49168.67425,12719.04054,14567.77829,120403.4799,207307.5989,529.5920248,189483.4033,205957.4849,56580.94324,140494.8833,34777.5745,21428.06713,327551.7846,358162.9347,391600.799,131833.3501,6333.685772,0,36498.11057,0,1425878,2098341,1113803,605036,505547,500719616,-6000,693225.2143,1099837,45506,215,89,70736,979587,179917,873271,1522807,396293,457525,3758548,6454853,16512,5908595,6388688,1767146,4396187,1085546,675286,10231512,11388057,12266077,4233912,213055,0,1141445,0,43.61744966,59.70557047,257781.6376,5014922.792
23,105,233,136,43,2145.453108,30460.77897,5785.293148,27064.02342,39630.1694,12676.37638,20510.2393,202588.2675,297073.3045,515.5529057,137836.9826,275592.4084,53750.24937,158685.3657,35110.7624,28148.23678,322231.2381,639358.6588,500344.5143,162471.1632,7714.375835,0,41910.79,0,1962174,err,1054099,503118,398701,513097728,-8000,919374.8148,13522439,45812.16667,1571,89,64587,918986,173845,817055,1181935,380603,617847,6114624,8924039,15533,4118054,8259350,1613432,4772417,1057566,844973,9671107,19252866,15085711,4886176,231957,0,1265472,0,58.48993289,76.73416107,382680.7517,5017562.47
24,12,199,38,95,2161.176204,29786.41017,5596.981961,22816.86097,45936.40218,12267.52945,11084.22344,115844.9433,332397.8268,516.9208678,174097.5069,199982.768,51293.00344,122276.5681,32506.43634,18828.12379,328970.8027,207107.4166,88913.51312,125627.5184,7270.085404,0,33706.38872,0,876848,791461,1149188,600367,516447,535662592,-6000,662766.1852,867241,45396.85714,-429,88,69314,940821,179805,734432,1473798,394945,366408,3745113,10684830,16593,5578547,6381312,1652310,3942583,1047414,611805,10614712,6959496,2959571,4167641,240918,0,1087784,0,14.6,33.83446667,281357.36,4967500.453
25,213,55,223,36,4515.353016,29815.17891,5662.796211,25996.37709,27396.52651,12466.21974,8015.904471,80942.68522,355663.2741,521.8506838,75691.77809,207249.8907,56370.00689,122879.5202,34811.39777,20779.6431,274765.4097,336871.163,341908.5929,78272.61491,9618.336954,0,36542.55561,0,1418024,2038563,1038909,295953,229601,552673280,-4000,589523.8095,710128,44605.5,-115,88,113395,742288,141251,649044,682150,311590,195747,1985456,8884950,13021,1885183,5138265,1410922,3065632,868854,518873,6838998,8463745,8508644,1945614,227309,0,910776,0,38.01333333,54.43673333,241107.0667,4869930.427
26,136,167,173,4,4812.383049,28425.90153,5247.23379,24159.83902,24751.42973,11640.78007,6696.552886,75778.06935,108334.9232,489.3188531,65564.97632,201789.6037,53707.38787,108628.434,32008.14328,18444.27232,249663.9165,275915.9022,194673.4894,68632.53949,7323.625296,0,33492.89843,0,1164314,1522336,1128901,278486,216082,559976448,-2000,455040.4783,1641570,43847.4,-160,88,126015,783228,145829,670472,688196,323723,194341,2152667,3017950,13604,1864997,5641457,1490143,3033758,890492,515370,7101123,7860647,5618376,1961473,198702,0,933365,0,28.65333333,46.24066667,250901.4667,4911714.72
27,55,90,164,9,2587.306788,30159.97097,5659.912317,23045.49303,72914.82349,12485.02432,32431.83646,186482.7432,128805.9682,536.0295534,308723.6981,200147.7898,52021.39265,122775.675,33824.49961,19651.3446,788183.6044,260653.5944,128457.1467,208117.9171,7013.43611,0,43493.71387,0,1012987,907984,1853814,846301,797626,555204608,-6000,878353.1154,1176789,44210.14286,2073,87,77196,882722,169118,689200,2169293,371951,967161,5563715,3831911,15970,9209348,5930095,1543444,3654917,1008639,587233,23433012,7780099,3897186,6193267,209595,0,1293381,0,17.48,34.43346667,341712.72,4955057.093
28,91,124,164,55,5096.509215,30404.71183,5534.613031,25528.48553,27238.43198,12283.77238,7606.637273,83553.59131,327327.4026,512.9448287,74814.34098,224743.1068,55577.34877,114404.3104,33596.15904,19926.08276,263943.6918,288534.3498,217285.7947,79474.39184,7968.076794,0,36835.66877,0,1193607,1613866,1121430,299195,231356,481705984,-6000,500659.5556,4669419,44541.57143,-618,87,154382,917266,168120,774938,825109,373115,233067,2534752,9936944,15585,2267101,6869294,1691526,3478036,1022383,607153,8094575,8766746,6594008,2423130,235388,0,1115671,0,29.64,47.35073333,255223.1467,4854664.453
29,196,107,158,23,2710.00428,28810.23012,5857.295175,22683.0103,74824.57302,12873.18493,33102.65621,196372.0232,198891.1639,554.5912515,310957.8463,199095.4817,49112.79835,123424.0584,35202.73601,20333.77656,814924.7331,263272.2665,139474.2494,246713.888,7006.746417,0,48331.94113,0,1016265,896680,1856379,823482,789185,598302720,-8000,871249.75,944127,44664.22222,2196,86,84515,975200,182011,710083,2322712,401063,1031766,6137440,6173406,17298,9613396,6162092,1522223,3849415,1095929,638327,25348612,8357213,4379567,7760127,216684,0,1519232,0,17.75838926,34.42248322,371747.9732,5048484.295
30,236,159,114,100,2407.940444,28146.74296,5691.218245,22386.56141,53066.07229,12826.70389,35605.47712,224625.2912,524818.7769,527.769322,216148.3905,195435.4023,49938.80649,155254.6774,35785.37062,28682.70338,343369.4904,718744.4006,563655.9237,212315.2807,7232.090263,0,44602.45723,0,1985212,err,1123209,604750,543871,568365056,-8000,1131574.192,867567,45631.18182,1920,86,72378,840350,171112,674294,1588879,384462,1072885,6822797,15704535,15830,6450287,5835817,1497017,4676126,1075490,857181,10323605,21218322,17168782,6388781,214492,0,1349471,0,61.99328859,75.09624161,424942.1745,5074804.805
31,11,86,239,43,2409.548989,28828.75891,5907.093089,22169.57401,53542.09909,12929.77637,30514.05572,214506.812,375024.9917,540.3014149,208024.2157,216517.0059,47913.73139,150958.293,36272.37488,27484.5816,342576.9377,592985.3843,524579.9185,203044.7338,7177.17203,0,45921.24483,0,1629962,err,1135734,601751,518495,550281216,-8000,994536.7778,2419516,46619.2,1121,85,72467,856935,177419,669721,1606213,390269,927961,6527045,11265090,16244,6258860,6436543,1438444,4562989,1091764,824658,10302716,17625167,16063009,6156517,214791,0,1390345,0,61.03355705,75.42187919,413354.7651,4963709.745
32,165,148,184,94,2042.490493,29096.6958,5482.447384,25964.04028,17293.33091,12075.65533,18815.61441,172651.2942,591338.867,497.3838445,44845.13715,194736.5736,52404.11768,145867.0965,34127.56076,24547.33408,338220.3546,452745.7334,451090.342,142825.6247,6398.120103,0,40028.59341,0,1121137,err,1111294,143495,117427,533929984,-6000,894724.8,786317,46289,144,84,58376,838623,156935,742855,503888,345547,539081,5054456,17138358,14217,1325778,5526796,1494472,4190346,976106,707478,9571965,13178999,13115650,4099304,180588,0,1148719,0,49.94630872,67.54979866,329171.9463,4944363.275
33,177,28,43,31,2257.96051,29525.62022,5744.316763,23646.47547,55158.63708,12542.38382,11845.82094,124630.7155,143619.1213,524.117264,210831.946,211685.6318,53466.72717,138745.5195,33947.2252,20892.73917,342413.3804,319761.6364,409238.255,132582.67,7017.581892,0,36762.9868,0,1150605,2290531,1152821,680367,548503,545558528,-6000,700372.1923,1095098,45782.55556,693,84,70318,911847,179023,738469,1721684,391850,377970,3924729,4467048,16330,6616758,6532909,1666194,4326778,1061346,655291,10643907,10151071,12820417,4222561,214341,0,1149410,0,45.07333333,60.08566667,284886.9333,4900877.04
34,75,42,58,80,2271.419478,30355.489,5680.936694,23087.63568,51506.55731,12622.41953,25806.83754,202662.677,143126.0957,518.0620496,201998.0107,216735.2757,50900.0049,152111.9225,34862.65002,27067.4007,344218.8285,594742.5669,489800.6271,177004.8434,7953.673749,0,42698.64547,0,1853174,err,1120567,625194,528557,566652928,-8000,994819.3462,4261065,46392.4,1336,83,68466,1036626,169914,693853,1541746,377359,793215,6130285,4299549,15541,6040900,6394830,1518094,4544619,1043846,810842,10284117,17617238,14736424,5338937,232235,0,1287972,0,63.42,79.93013333,394057.76,5093091.093
35,131,62,137,40,2209.137939,26660.48756,5609.910138,20657.43466,52123.27164,12130.87975,11944.19335,120344.5223,206588.5754,517.6221041,189211.7796,196571.5179,51397.27274,120650.264,32524.5917,18696.21918,327421.1374,172655.5229,73024.62044,127860.1948,6850.352995,0,33851.5171,0,763576,735243,1145777,631749,511068,584859648,-6000,612303,1020066,46063.77778,-334,83,71149,856654,180690,668390,1680475,390496,385842,3884244,6664148,16668,6089275,6338821,1658555,3900700,1048349,605581,10583169,5782228,2495140,4168400,221774,0,1090788,0,14.30872483,32.99597315,316110.3624,4912635.49
36,121,169,192,93,2193.696908,25686.74174,5476.133441,20639.11526,51152.81144,12127.48608,14941.924,123294.624,648959.2419,511.2737121,190758.5585,201960.0525,51864.56062,120360.4666,32652.86355,18516.21162,327482.7961,182939.5707,71414.08734,136385.1149,7006.69229,0,34294.83636,0,826200,734065,1150545,626100,515683,515375104,-6000,626261,1255533,45239.7,-95,82,70214,830485,175752,661888,1634442,387560,463841,3935136,20773512,16389,6053315,6472142,1663921,3868426,1042009,595109,10481882,5937159,2432995,4345379,236441,0,1094009,0,14.48,32.6396,299291.3333,4921876.507
37,40,191,209,43,2365.392439,28184.77798,5668.872961,20912.17694,52166.84622,12589.75432,25381.94075,145555.7968,408529.8534,532.5398036,203849.4075,211332.6986,53151.53527,122437.7855,34653.70422,19196.55872,341980.7599,198815.2157,98143.99347,164338.32,8779.34038,0,38070.05431,0,866138,778395,1150604,588934,524851,542060544,-6000,650107.9231,2104001,45192.63636,287,82,71009,832962,169911,627202,1563760,378103,765094,4362170,12249466,15987,6141434,6310215,1594941,3670883,1039196,577103,10287972,5975933,2868828,4947295,256586,0,1143069,0,17.34,35.05006667,336516.5867,4990844.587
38,224,105,186,6,2338.04371,27408.11502,5513.568151,20910.02665,52669.10028,12255.9608,26082.07582,145260.9952,119462.0024,517.6183568,212895.2021,194085.9687,51484.43154,130667.4215,33981.84052,19858.77698,333935.2259,305998.2416,391297.0217,168207.1356,8033.117817,0,39127.87366,0,1079797,1769551,1148177,611871,550511,561319936,-6000,749416.3333,867795,45531.1,929,81,78737,921534,186062,711817,1772797,413329,870244,4901889,4048732,17464,7160240,6537979,1739053,4425680,1147547,673206,11223850,10418270,13353871,5641066,265285,0,1317222,0,43.91275168,58.68342282,346566.0671,4931116.993
39,201,109,120,77,2279.781128,27275.24411,5533.424776,20717.75823,50476.21886,12362.855,18330.61936,129483.1255,354803.044,521.3472588,192400.3481,206650.4537,48836.94346,117319.1257,33272.68535,18729.24553,329082.3935,181617.0841,74075.87562,152856.4207,7432.121427,0,36923.24184,0,797051,738422,1152365,601303,516009,527589376,-6000,582708.0741,1795960,45480.11111,-72,81,71330,846233,172854,651569,1583372,387112,578746,4080214,11100462,16305,6066637,6416735,1532706,3682791,1042808,587452,10354400,5772557,2393710,4825874,219710,0,1157109,0,14.53333333,32.564,303561.28,4845831.947
40,198,221,207,62,2297.645641,27084.94792,5496.709347,20216.42087,51781.8398,12429.30242,24637.89637,142002.2111,630631.0431,520.3365683,206321.1855,204183.7839,51800.65948,119229.2421,34013.85217,18767.26348,332578.7547,206455.3186,76871.8641,163905.7081,7032.762087,0,37175.0342,0,814249,739060,1149756,593389,525495,574763008,-6000,713638.1429,1414476,45038.3,142,80,71046,830160,169662,627144,1599239,382874,759472,4387286,19517481,16106,6371765,6281373,1602392,3690021,1052278,580843,10315677,6375810,2412911,5063748,219423,0,1150766,0,14.20666667,33.07926667,346797.9733,4925185.787
41,143,126,93,28,2195.291095,27817.471,5567.950103,22215.26527,53093.88347,12249.30457,12278.60737,119060.2592,163949.8922,517.304873,190660.6788,209300.7857,52690.81552,124862.0838,33456.19394,19197.99032,332920.2021,208103.2017,84577.33615,132823.2626,9419.860126,0,34330.75907,0,867516,775181,1153192,647180,522634,529776640,-4000,513978.1923,2107707,44887.4,-46,80,65528,825375,166629,662879,1593649,366416,363599,3563563,4886670,15463,5707795,6236928,1572814,3730743,997776,572792,9884728,6268993,2555704,3955000,275342,0,1024196,0,14.88,33.43773333,291582.9867,4870965.44
42,16,170,97,73,2121.024813,29067.15447,5576.127393,23678.76595,47274.78666,12389.7291,20305.10283,203236.8094,270627.4736,501.7183452,187460.9098,227811.8009,51492.73549,157051.6981,34244.228,28247.15325,338586.4482,724445.7471,509109.0171,165286.5092,7172.826782,0,41955.16454,0,2215156,err,1104331,609040,522994,532320256,-8000,930807.0417,6300315,45641,1545,80,62715,856450,164866,702383,1401533,367141,605163,6008894,8000158,14833,5540102,6743340,1521655,4664340,1016007,836425,10034020,21310428,15210802,4902956,212417,0,1247262,0,63.40666667,78.739,382282.24,5052492.453
