ID,RougeMesuré,VertMesuré,BleuMesuré,Brightness,L21S_VDD2L_MEM_ENERGY_AVG_UWS,UFS(Disk)_ENERGY_AVG_UWS,S12S_VDD_AUR_ENERGY_AVG_UWS,Camera_ENERGY_AVG_UWS,GPU3D_ENERGY_AVG_UWS,Sensor_ENERGY_AVG_UWS,Memory_ENERGY_AVG_UWS,Memory_ENERGY_AVG_UWS.1,Display_ENERGY_AVG_UWS,GPS_ENERGY_AVG_UWS,GPU_ENERGY_AVG_UWS,WLANBT_ENERGY_AVG_UWS,L22M_DISP_ENERGY_AVG_UWS,S6M_LLDO1_ENERGY_AVG_UWS,S8M_LLDO2_ENERGY_AVG_UWS,S9M_VDD_CPUCL0_M_ENERGY_AVG_UWS,CPU_BIG_ENERGY_AVG_UWS,CPU_LITTLE_ENERGY_AVG_UWS,CPU_MID_ENERGY_AVG_UWS,INFRASTRUCTURE_ENERGY_AVG_UWS,CELLULAR_ENERGY_AVG_UWS,CELLULAR_ENERGY_AVG_UWS.1,INFRASTRUCTURE_ENERGY_AVG_UWS.1,TPU_ENERGY_AVG_UWS,CPU_LITTLE_FREQ_KHz,CPU_MID_FREQ_KHz,CPU_BIG_FREQ_KHz,GPU0_FREQ,GPU_1FREQ,GPU_MEM_AVG,BATTERY_DISCHARGE_TOTAL_UA,BATTERY_DISCHARGE_RATE_UAS,TOTAL_DATA_WIFI_BYTES,AVG_SOC_TEMP,DIFF_SOC_TEMP,BATTERY__PERCENT,L21S_VDD2L_MEM_ENERGY_UW,UFS(Disk)_ENERGY_UW,S12S_VDD_AUR_ENERGY_UW,Camera_ENERGY_UW,GPU3D_ENERGY_UW,Sensor_ENERGY_UW,Memory_ENERGY_UW,Memory_ENERGY_UW.1,Display_ENERGY_UW,GPS_ENERGY_UW,GPU_ENERGY_UW,WLANBT_ENERGY_UW,L22M_DISP_ENERGY_UW,S6M_LLDO1_ENERGY_UW,S8M_LLDO2_ENERGY_UW,S9M_VDD_CPUCL0_M_ENERGY_UW,CPU_BIG_ENERGY_UW,CPU_LITTLE_ENERGY_UW,CPU_MID_ENERGY_UW,INFRASTRUCTURE_ENERGY_UW,CELLULAR_ENERGY_UW,CELLULAR_ENERGY_UW.1,INFRASTRUCTURE_ENERGY_UW.1,TPU_ENERGY_UW,C_ID,C_PL,M_ID,M_PL
565,170,156,130,10,2143.02157,25839.43397,4867.45051,18415.33367,49274.34323,11726.15537,23358.91463,135844.1617,126293.7195,487.2951767,188428.6936,197247.5177,48813.65326,114169.0366,32891.722,17831.99617,324681.9079,193978.5719,76556.86537,152723.5106,6717.035243,0,35769.49034,0,771472,735347,1151405,590860,518110,518860800,-6000,566152.8966,2031235,45084.6,24,59,72100,866724,163269,626472,1649339,394710,782218,4573081,4283588,16402,6293763,6691791,1648601,3865215,1106126,601135,10802499,6625998,2752949,5125678,219552,0,1206125,0,14.29333333,33.39006667,349090.4,4692366.587
566,178,53,16,62,2178.570289,27822.04413,4957.143192,21644.17231,51620.92831,12181.36841,30314.29078,208881.3639,186630.5011,490.8144933,208795.6437,199204.1017,51757.27909,154719.5202,34890.78617,27428.08279,338425.8873,702301.3566,516964.6832,184064.614,5310.902211,0,41546.36387,0,2131722,err,1140922,625882,545891,505335808,-8000,1030370.296,1644754,45176.71429,1898,59,72387,937889,164610,724598,1709867,405473,1006910,7024868,6500025,16289,6935394,6768322,1718392,5167908,1162417,920280,11240242,23814846,17423626,6189063,175469,196,1393922,0,62.67785235,76.59161074,400439.1678,4882420.725
567,142,152,232,17,2065.203579,30125.43386,5134.185444,24048.54294,47634.43489,12481.9915,20269.27285,207102.6598,214094.6731,492.5116679,191715.5572,197600.4299,52639.69053,163045.2294,35569.84474,28167.71047,345428.1287,684072.5392,533310.7765,169862.1422,5060.391837,0,42911.23853,0,2087611,err,1146635,612752,520108,483889152,-8000,949903.6154,1095027,46392.42857,716,58,62133,902297,154525,725597,1437644,376318,615308,6306611,6432738,14820,5798459,5917040,1582761,4922258,1071735,848567,10437188,20540641,16224720,5130404,162630,0,1292181,0,62.48322148,78.47073826,373550.1745,4837637.691
568,15,118,91,99,1975.939156,28997.40038,4807.619458,22330.36389,43968.68048,11551.02277,11954.13289,112627.6283,247407.0725,475.7124056,151465.7759,258356.1862,51912.72547,111408.3487,32515.50005,18471.50752,333041.2439,207539.2835,121289.6602,100651.5135,6423.700232,0,40357.78494,0,839528,900753,1132965,599928,473679,476282880,-4000,623148.8077,13130368,46201.66667,-238,58,58626,851797,142229,662541,1315063,344093,358698,3363494,7346273,14114,4513786,7664575,1541204,3311447,964852,548539,9718256,6337589,3594570,3012543,181966,0,1194739,0,16.7,36.8764,283847.8933,4754161.093
569,102,27,37,21,1998.127962,26161.12905,4693.906671,18734.88791,50140.19622,11565.12737,11241.57091,115333.9676,104583.9318,472.9416061,181615.7426,190137.8999,50072.50505,120266.5401,31401.69916,17727.08616,316891.9798,176348.5315,93665.44786,122656.3251,5991.364007,0,32241.104,0,807162,809119,1151674,631972,511100,536850432,-6000,585231.2593,1178215,44808,23,57,59342,765032,139166,556083,1485774,341828,333351,3435480,3106689,14030,5373606,5669607,1488786,3575450,934264,525746,9414804,5217405,2834222,3642890,171756,0,957974,0,16.97315436,35.05610738,329734.0134,4761339.436
570,118,56,241,84,2013.382438,26375.86577,4713.939613,19684.61744,52541.08698,11725.66643,12583.67161,121699.6121,632035.9912,469.1755483,199067.4389,189661.1551,51011.74186,134008.093,32364.10892,19522.31727,330128.9364,314332.9042,388819.6576,130666.8481,4760.710854,0,34701.77174,0,1240905,2164016,1154155,667255,544333,522379264,-6000,864747.3462,945003,44616.83333,756,57,59740,775962,140007,584041,1562399,347558,372718,3620698,18717016,13934,5870130,5596406,1509394,3974733,960922,580917,9778016,9395609,11507083,3870998,135517,0,1027970,0,44.98657718,58.95187919,307196.0537,4804897.342
571,73,138,54,89,3826.985839,28693.32558,4497.671731,23319.01518,31587.42023,11332.23805,8591.576396,84012.97208,218845.1977,461.4086629,96154.94469,202876.1807,53276.49556,107914.6345,31613.24633,17876.19884,256714.0385,196219.22,91068.7953,77307.32671,5071.032966,0,35691.18173,0,909012,766703,1008027,438498,328815,485879808,-4000,491006.7778,2730501,44762.66667,-783,56,110392,839908,133198,687793,949590,334782,258699,2525566,6476275,13632,2905336,5894650,1575435,3192167,934812,528478,7490475,5822852,2697869,2319109,159422,0,1053568,0,12.81333333,34.25793333,253651.4667,4801858.347
572,27,85,65,55,2424.511154,29160.37198,4988.32365,21719.17382,72635.65097,12227.44689,32078.74999,186553.2123,142389.9849,505.9602507,315008.6148,255751.1099,51453.60952,125611.0681,34186.78115,19186.8482,794512.8823,230026.7401,163995.9135,191996.6393,4235.373726,0,42580.51191,0,734575,1023704,1835651,849532,784042,513536000,-8000,894653.7857,12368042,44522.83333,2338,56,78417,938600,161064,706703,2331019,394411,1036842,6050513,4625405,16351,10048389,8313585,1662475,4072249,1108235,624821,25606134,7554910,5370412,6331635,150931,0,1388875,0,16.72483221,34.24073826,353547.1409,4758292.268
573,228,158,113,93,2168.816078,27161.2231,4772.378148,19400.89109,51788.89854,11905.25643,22280.15166,141935.9915,489062.9571,488.5807356,209175.9447,191857.8265,50484.43451,125015.2878,33859.13183,18723.67828,332816.9202,265962.7806,280043.7774,157531.8455,5536.093312,0,35681.86628,0,878610,1854979,1156712,621856,545388,519831552,-8000,812410.5357,1296137,44715.14286,412,55,69353,861037,152308,624105,1660486,380125,711156,4543968,15638342,15621,6681064,6192785,1615554,4011475,1083034,601427,10649640,8530236,9071460,5060615,177429,0,1151152,0,37.27333333,52.85486667,347564.7733,4829793.6
574,103,96,163,40,1992.891625,29347.48343,4658.559502,22858.18898,45669.3421,11562.4292,13529.64164,114157.7247,246812.0198,470.5384881,168644.7077,193800.4611,53226.62538,121846.5062,32254.44665,18438.94954,311934.3599,197159.3916,120744.9519,122685.664,8257.686845,0,35016.41894,0,890796,881355,1124977,603365,494412,462950400,-6000,593699.92,1333413,44410.85714,-92,55,59483,867973,139771,683623,1369385,345865,400797,3404511,7388506,14068,5048927,5840462,1595801,3651244,965409,550850,9384131,6007666,3575520,3688127,224617,0,1043244,0,16.36912752,36.31597315,263739.0872,4761716.322
575,116,238,63,33,2522.248703,29092.85533,5027.208945,22054.06941,74020.62461,12247.51778,31863.56215,198487.906,211282.2239,509.2518931,315432.9135,205288.0817,50103.79287,133869.144,34867.62164,20105.17658,815449.6802,302128.1338,462714.245,237924.0066,5322.10617,0,47345.08951,0,889706,2859279,1836600,855954,820337,492519424,-8000,1068012,3243002,44929.33333,2172,54,75160,903786,150052,661423,2208088,365285,952522,5922158,6282142,15183,9378631,6108127,1492024,3981581,1041707,601969,24268067,9017040,13731143,7073251,157494,0,1419768,0,38.01342282,52.22919463,325027.4362,4846555.597
576,70,70,122,43,2101.177621,31682.46264,4921.827104,25455.46634,48647.64374,12237.05872,25542.95438,211379.8939,178299.1929,483.7363626,188811.1309,190262.5299,52752.40823,161575.8017,35378.68047,28155.54682,330851.9026,717415.9764,548917.0003,178173.0368,5751.883498,0,41580.81972,0,2149220,err,1107124,608078,510237,477917184,-8000,1012176.448,869943,45741.28571,1360,53,71451,1082319,168194,868653,1635098,417688,866787,7309549,6454724,16487,6356406,6491809,1794049,5522191,1206536,965860,11278832,24689299,18763733,6095256,185679,0,1427008,0,61.1409396,77.70456376,359268.349,4892347.383
577,100,222,53,53,5333.065813,29513.61671,4566.952852,23792.26159,29102.17673,11473.73427,7125.927897,82154.28164,260895.3536,465.5882276,85297.34574,198962.971,53036.27895,110955.0358,32494.37319,18785.13882,280961.6781,267597.785,219143.4431,72591.93512,5410.225137,0,36708.82159,0,1073675,1579045,1124627,356287,272178,456843264,-6000,593782,2266083,45311.5,-805,53,179132,993599,155307,807039,1001543,390230,251086,2874678,9194656,15843,2967742,6773318,1805702,3795211,1108263,643654,9526896,9357546,7654495,2563564,179758,0,1248136,0,30.52348993,48.2185906,253992.6443,4747128.188
578,56,162,116,43,2032.800136,26786.49241,4655.150524,19810.33297,49601.50077,11726.94011,15727.23313,126972.1138,212626.6862,472.4393808,194075.5832,191634.9456,50676.13018,133087.8797,32924.99836,19669.06985,335951.0851,322792.5086,393564.8301,138079.2189,6117.722656,0,34773.24038,0,1218023,2169768,1154609,632804,545535,513765376,-8000,794642.6071,1177927,44376.33333,1099,53,70140,924559,161246,691059,1705199,404703,544325,4398571,7670963,16282,6734668,6583480,1748213,4598891,1136382,682740,11549613,11522740,13682613,4784918,207843,0,1202326,0,45.44295302,59.47100671,300897.047,4805477.074
579,88,219,75,86,2135.665383,26682.66242,4748.554521,19363.89205,52076.53472,11848.52543,23042.02073,142307.8106,368725.6111,481.240922,207733.1202,195134.2385,49837.55992,123673.7816,33188.25019,18663.96121,334001.4198,251646.0571,276722.5373,154070.8198,5534.900929,0,35444.39096,0,847196,1958278,1157757,624789,549179,546025472,-6000,738470.5714,1257332,45029,165,52,69662,867745,154529,636641,1693352,387494,750742,4642446,12200680,15719,6754028,6342001,1629317,4046730,1081889,610782,10839818,8490461,9167420,5031733,177265,0,1152065,0,37.4,51.83906667,339002.1067,4900725.013
580,53,47,108,56,2003.010945,26175.66978,4646.063256,19156.62943,47361.61638,11637.02832,13352.081,121437.8373,180959.2922,474.8174814,178400.5571,192901.1079,48705.38854,117933.2826,32288.28608,18117.43098,329646.8636,181386.155,71783.91271,129838.1656,4390.352775,0,32272.13099,0,832966,737407,1150325,601052,513104,545828864,-6000,554129.2857,989031,44584.14286,-275,52,62985,816430,145580,602381,1480494,365837,433698,3831263,5659250,14915,5610938,6081304,1528229,3710817,1015182,569084,10405988,5741678,2347780,4134231,135684,0,1017033,0,14.29333333,33.2742,318080.3467,4980029.227
581,106,96,59,1,2000.001953,27901.63641,4717.251325,20150.1907,54973.14289,11625.22958,11914.0721,124209.8831,88388.77389,473.7421694,200616.8398,215035.5302,49561.70493,121698.9745,31799.79439,18093.97001,371486.2626,186032.6413,94213.6671,128535.8205,4523.408813,0,33648.91044,0,855986,809928,1283462,699581,565657,477204480,-6000,590635.8929,4287608,44296.28571,207,51,64262,881698,150648,645233,1759458,372624,394655,4005471,2826485,15178,6398169,6918325,1586726,3900100,1020580,582608,11830914,6165488,3120098,4198294,141533,0,1080688,0,15.57333333,34.8536,304155.1733,4763434.453
582,64,74,104,93,2458.454971,29683.77744,4972.957044,21694.09801,73235.77278,12253.50436,31527.97566,188942.2049,246236.8423,506.5826803,309131.0608,192721.1983,52132.21141,126381.5541,34535.6764,19190.09173,798378.9427,228141.72,138501.2384,213567.4646,3920.586372,0,42933.17853,0,751687,935402,1851136,846612,799980,512528384,-8000,856049.76,901795,44696,1665,51,73920,882567,149274,653228,2205997,368955,948858,5678820,7376745,15228,9249266,5764460,1567507,3789437,1038934,577648,23970935,6885817,4083066,6393355,125115,0,1289600,0,14.77333333,31.4792,343425.3067,4820886.8
583,65,231,82,23,4788.573618,28988.49003,4464.863629,22885.93381,26535.06985,11284.05053,7192.293126,74234.59059,168832.5492,460.0564937,73495.67973,192325.8425,53511.79817,105348.024,32004.89371,17371.34824,238080.1371,192688.5668,62508.23037,63671.64306,4414.897589,0,33269.95089,0,877472,714562,995191,316715,243985,438681600,-4000,537585.7931,1024117,43938.8,-618,50,146439,918106,141678,727575,846138,359502,251358,2426549,5393570,14671,2342203,6110862,1705266,3391453,1023798,560525,7982753,6372641,2258857,2256684,147473,0,1058960,0,7.473333333,28.04106667,240972.1333,4708563.947
584,241,241,74,63,2557.872209,33153.74998,5257.943566,24238.39486,74889.98055,13326.18948,39952.94104,294424.3879,466272.896,514.5100932,317600.0142,220939.3597,49860.30915,181297.9482,40165.23541,35319.8168,781999.6747,916834.2564,1094640.012,313893.6704,5380.290949,0,63941.70847,0,2362696,2767386,1933016,808442,771716,549609472,-16000,1633803.69,6300401,45123.85714,5344,50,86239,1111572,178262,826715,2498002,450836,1352644,9950663,15840406,17398,10656778,7449334,1688390,6097532,1359602,1196586,26260138,30792497,35902543,10514439,183629,0,2154616,0,65.18791946,78.14308725,484175.5436,5016743.356
585,105,87,119,59,1972.787813,31746.53341,4906.822122,25765.81653,34312.84198,12190.0898,19520.00841,190030.9219,225445.3104,477.562369,111045.8565,197424.0315,54834.05751,157440.7916,35355.88056,26025.45771,335479.0635,560940.7476,489783.9105,158215.1992,5201.060452,0,40914.77994,0,1478410,err,1086004,446540,334450,468873216,-8000,884086.4615,1720478,45952.57143,596,49,62269,993334,154785,814244,1089573,384731,622568,6136206,7106463,15065,3541895,6216403,1731365,4984486,1115235,821656,10616624,17708190,15524634,4975660,155558,0,1291517,0,54.12080537,72.10120805,353207.5973,4884932.295
586,150,195,158,78,2253.990005,28358.30418,4902.757866,20019.16866,53950.92938,12290.09426,26397.77041,153876.2478,518348.7224,500.391993,222045.5655,198492.7815,51692.69503,127317.3455,34530.71159,19284.89907,344386.1916,255741.5557,289149.4395,171079.4746,4961.413836,0,37449.66353,0,836735,1658062,1152438,610070,548143,512724992,-6000,786754.5769,1255975,45495.85714,430,49,68446,851238,148647,608795,1639882,373977,798881,4661358,15737012,15204,6725136,6068127,1569608,3872029,1050877,586234,10465519,7868339,8744013,5199069,147064,0,1146102,0,36.97333333,52.9516,321528.1067,4695248.853
587,89,98,17,76,2163.80783,27923.13108,4807.047424,19151.23147,51041.41118,12065.9309,21664.06745,136181.5321,165865.9474,494.1079956,193113.3981,203533.1824,51706.14979,121687.2549,33877.32393,18549.38215,330536.6057,214976.8555,86384.55608,157672.175,4306.297478,0,36069.37644,0,751513,739495,1149668,595422,518286,537694208,-4000,622441.8148,2424835,45217,-143,48,65026,823749,144419,574291,1526628,362893,656349,4101090,4979953,14825,5795024,6134630,1548514,3653837,1017584,558199,9952904,6524797,2586192,4748432,131305,0,1085146,0,14.24666667,33.824,332610.6667,4783908.8
588,28,183,216,41,3304.156385,28648.30696,4381.969569,22587.3046,11407.68121,11283.15361,5628.927315,50211.718,387713.9951,460.5765901,18537.74319,197805.9603,54834.14035,98320.359,31251.81376,17560.79605,6149.519681,197320.5209,36033.76064,51135.27402,7043.506241,0,30501.81825,0,1159934,518343,527959,112889,85938,504360960,-4000,381236.2174,1020331,43635.83333,-1306,48,86036,723873,111682,575892,295539,288714,142683,1301107,9953208,11797,506068,5027059,1403892,2533833,800243,450876,284621,5113253,1084884,1319772,179076,0,780899,0,5.375838926,25.61798658,222354.1745,4666370.497
589,128,80,22,21,2603.217392,33424.81469,5198.392818,26068.5167,78548.27474,13033.75724,31773.76058,205477.8281,120545.47,524.4610533,332140.268,214045.3036,55179.80401,159897.4109,37741.41756,23384.2782,1128185.417,394539.7159,705627.4943,280141.7001,6120.595744,0,55515.87113,0,973855,3069235,2003864,832484,800766,481374208,-10000,1252627.074,4595541,44836.44444,4230,47,80105,1032586,160432,803654,2400300,401919,977587,6289085,3707216,16171,10159797,6599549,1696246,4890151,1162957,722400,33340179,12155916,21341985,8561193,179064,0,1697990,0,38.18,51.96353333,317174,4858749.307
590,204,56,193,18,2255.055224,29371.11438,5070.664136,21586.07769,54214.15516,12649.50779,32389.87309,243507.2946,194149.7624,501.0274078,216747.9342,195400.1815,51317.61131,168615.1096,36459.81423,29477.66743,350572.3552,734198.1663,646045.3029,208778.5734,5061.842328,0,44738.40656,0,1910865,err,1135092,622505,540224,490090496,-10000,1079879.308,944282,46055,1671,47,68021,877053,152884,653814,1631892,381252,981260,7335739,5837362,15103,6516824,5875796,1541892,5081685,1098832,892221,10537614,22116708,19538209,6308454,153115,0,1353892,0,62.52666667,76.0024,415749.7333,4839000.613
591,93,137,95,56,1971.418634,30934.85658,4758.057035,25593.41825,41431.57477,11952.55323,20444.48885,195728.4064,206895.4882,469.9050436,158285.6268,193189.2322,53285.27056,160219.4668,34698.86686,26541.84659,313564.3507,609975.2812,519851.8401,164415.4592,6572.96497,0,40053.16488,0,1907086,err,1034257,558277,455291,450531328,-8000,969773.3793,1957647,46133.28571,836,46,67393,1047647,162678,871210,1426210,407536,705956,6838876,7519520,16046,5458630,6557606,1811104,5467872,1183811,907463,10657829,20738311,17833371,5621469,216379,0,1372130,0,59,76.82161074,359494.7919,4798545.53
592,140,226,122,87,2017.388291,26412.33921,4677.728803,19360.6012,50734.37865,11530.11958,12727.79187,121278.7364,483835.6535,471.3100916,187253.5023,192355.5182,50422.04508,121665.9875,32054.17029,17994.18325,326945.9647,181460.4526,98471.76458,132426.3387,5883.375539,0,32970.2879,0,832594,834859,1154528,636140,520510,496640000,-6000,626758.8519,1176790,45564.14286,-334,45,60002,779030,138211,575476,1498945,341985,380516,3581765,14412701,14014,5551758,5706634,1502109,3621261,954181,534882,9729599,5379216,2899885,3947603,166160,0,978664,0,17.09333333,35.75906667,309740.8267,4812851.68
593,212,68,100,29,2053.631601,25715.11411,4566.71919,18280.43895,49862.81924,11660.97401,18311.56255,129599.9517,169271.8924,474.0210561,191547.7563,194117.398,50876.22558,120471.2808,32487.47218,17943.86145,324467.5771,197156.9413,95945.42135,143029.6337,6032.369102,0,33443.40313,0,755683,808975,1153633,611810,519451,518410240,-4000,638725.6154,1268038,44767.42857,115,45,61582,763939,137019,547879,1485687,349796,548385,3880864,5079962,14212,5706045,5795716,1524655,3615136,974138,537528,9733960,5848618,2911629,4299246,173539,0,1000907,0,17,35.33486667,330810.9333,4833730.293
594,183,203,230,46,3666.326628,28361.56452,4293.427818,22146.06748,13367.62387,11115.23261,5787.676722,52434.5936,503410.3657,460.1902301,25324.49135,197097.8617,54042.27905,100441.3367,31076.6167,17302.72235,8990.128631,190730.7894,79269.24656,52455.84151,4614.595865,0,30443.82915,0,1020609,703951,538946,139946,107352,440938496,-4000,445624.6786,1953289,43700.625,-1397,45,114632,884629,134900,695211,419022,349592,192523,1668631,15864418,14478,794306,6280656,1704142,3188271,977924,549011,410251,6055668,2610392,1779542,147180,0,959642,0,9.489932886,28.10812081,227078.1208,4726886.443
595,24,107,120,54,1934.488196,30007.78834,4490.614132,23863.05125,41018.58852,11549.66098,15069.78714,115435.8144,208087.8676,461.3985336,154800.5328,209549.96,51891.03239,140493.2003,33733.62337,20735.89712,606031.799,355779.6761,581124.8663,137365.7163,6051.678568,0,35959.54489,0,1177369,2915651,1507089,563842,459024,472612864,-6000,1004951.615,4877674,43683.11111,1901,44,57613,954989,134054,712163,1215869,345071,452259,3481719,6180120,13738,4566340,6167923,1544321,4186919,1006584,625197,17832848,10903000,17233870,4141676,167298,0,1075490,0,33.86,50.66286667,264245.5467,4678969.04
596,211,69,198,69,1871.154287,28835.80011,4444.9172,23990.81615,14493.77811,12831.50835,18975.20616,173488.9402,500850.6317,459.0070045,34412.45882,204957.6504,53742.26696,149233.7635,33475.47001,23414.1079,334598.1501,469131.9799,434970.8546,139555.5349,6983.410934,0,36460.76334,0,1198233,err,1128614,121090,98556,499179520,-6000,945099.2273,2263918,44227.75,596,44,51376,789992,122252,656961,401238,345116,528059,4835212,13810618,12574,993031,5512162,1471719,4126321,917563,653770,9056355,13441219,12267425,3870398,205030,0,1005450,0,50.77333333,66.17786667,334111.04,4708795.067
597,12,145,89,89,2238.360484,28265.56365,4801.437559,20821.31777,53920.95052,12290.60193,33814.20843,224281.6125,260737.0287,490.0699814,219414.1804,193302.6223,51509.94046,157612.5142,34948.64086,27497.40041,356256.4445,698850.8385,551793.9112,212538.9825,5143.121008,0,43436.73181,0,2041369,err,1153043,617365,557790,550977536,-10000,1144999.679,1410290,44736,1884,43,74172,934239,159666,697657,1785093,408546,1124117,7485354,9157752,16257,7286273,6483538,1710089,5248271,1163211,921699,11636946,23658471,18336624,7067700,187166,0,1446689,0,62.59731544,75.68268456,422390.1745,4928974.658
598,73,132,91,65,2227.232049,35274.2409,4805.117004,19791.36504,52898.32546,12039.85149,26113.25536,154373.3856,213885.842,495.3605613,214822.0635,207246.3616,47156.63998,123214.6712,34222.2506,19577.85444,336674.5892,290903.0947,296578.5082,171689.286,5529.423309,0,38544.66108,0,996395,1955758,1147902,607035,547029,483250176,-6000,715613.1852,2544210,45775.83333,453,43,66766,1006586,144565,594718,1569698,361795,778897,4581761,6418965,14847,6391881,6163622,1417953,3691525,1026690,585724,10139464,8479358,8814817,5136249,158847,0,1151208,0,36.98657718,55.06422819,325246.8456,4841588.966
599,120,241,230,85,1948.66355,27048.69612,4543.113124,20754.27483,50376.93841,11399.50185,10545.10027,112385.7399,843649.6298,461.4388468,183515.6784,186917.3631,52582.51283,124032.1501,31591.81248,18114.76434,327235.8285,193697.9694,81947.12533,123360.0659,4669.292008,0,31461.88766,0,918257,780759,1153807,653825,528047,479150080,-6000,760064.5172,1007429,44916.33333,-252,42,66520,924700,154855,712912,1718573,389556,374878,3913714,28575944,15754,6373043,6359964,1795821,4250755,1079730,622883,11105095,7056780,3035985,4270009,193828,0,1077528,0,14.66,35.01706667,293909.4933,4859786.747
600,127,163,12,75,2691.791035,33323.25517,5965.704063,26353.61751,78443.24883,14957.62995,41511.93177,369469.6133,265930.1642,533.4280728,334653.6118,102272.2678,51728.93589,249257.5945,42865.76032,49979.21326,1331619.722,1344169.776,2922855.994,540681.3981,7802.524653,0,68854.39981,0,2289674,err,2696023,817784,790338,424259584,-20000,2110699.68,2571683,31489.75,10346,100,84038,1031263,186832,830841,2433098,466179,1310622,11551653,8259793,16657,10474940,3325634,1603866,7714198,1337985,1565122,40532511,41824394,87385057,16305881,236007,0,2158699,0,59.99333333,75.27346667,433870.8,4701074.64
601,174,167,60,94,2377.767952,29054.29439,5766.739923,25660.55029,66399.15444,13139.57763,26233.45853,158574.3415,391795.5738,523.4945093,267436.6386,222797.2834,52404.70478,137407.9143,34651.71403,20727.82634,956073.0328,364191.7423,330351.404,189158.1256,4322.230107,0,35942.25532,0,1241160,1070538,1835253,792091,681105,445452288,-8000,975532.0741,4482109,38640.71429,-713,100,71532,962581,173873,770738,1996471,394791,788839,4788374,11759628,15756,8001424,6638639,1575023,4123931,1039981,619844,28470862,10945813,10196662,5679527,137846,0,1086849,0,14.73154362,33.47825503,284766.6577,4750210.362
602,184,138,9,17,2727.128785,32552.65349,5909.792552,26343.65958,77999.37357,12549.70335,33578.68821,203933.9589,134248.2859,547.8384024,319865.6805,234756.8073,52543.28225,151795.9828,36011.65473,21912.39629,1503917.024,389656.0407,396195.2974,287062.9093,6064.444416,0,46667.46558,0,1288304,1119782,2148784,842590,807625,473178112,-10000,1166759,4429150,38472.33333,2982,100,82388,969958,178302,798426,2361356,378072,1011480,6155784,4033309,16507,9732043,6952367,1576308,4565375,1084868,659775,45288818,11655604,11952002,8649468,169895,0,1418316,0,15.69333333,35.25126667,303985.3067,4780833.387
603,208,95,136,45,2849.130782,33062.01395,6134.905312,27938.25222,81182.41778,13020.37835,34171.39045,213856.7951,261006.6166,569.1484478,337889.9476,235994.7551,53674.23839,166079.0791,38104.23746,23168.18081,1876125.871,397905.4767,401206.4204,315979.2848,5574.562329,0,53202.30599,0,1097151,1093184,2263348,827974,798390,486412288,-12000,1243693.786,6747389,40960.375,2982,100,86956,1095076,187441,858787,2480645,397787,1046164,6559902,7931471,17359,10343140,7246683,1632624,5065358,1163205,710256,56989974,12160169,12499298,9638387,162888,0,1644416,0,0,33.1195302,0,4831684.322
604,42,216,142,87,2949.989178,33630.77319,6392.319189,26902.13654,82736.32512,13713.52587,35689.81479,215007.1122,488287.3301,586.8711499,351316.0054,276781.7631,50319.43801,160893.656,39682.7337,26059.1519,1038662.2,438798.7678,1127503.636,297688.291,5687.825025,0,54283.8228,0,1217230,3515464,1967574,865375,834887,525570048,-10000,1415960.407,13482367,43180.71429,2863,99,88776,998107,191765,807473,2482241,410832,1077672,6441484,14620170,17649,10501238,8272625,1508545,4781838,1191562,779805,30372791,13123185,32819208,8741056,165898,0,1612795,0,0,52.0902,0,4864302.56
605,96,141,136,58,2615.855829,33923.76683,6098.768267,28864.59273,66322.28076,13153.76508,43328.2855,275530.5966,286403.65,548.549279,270856.896,213498.2278,51798.24102,171349.2595,39145.55438,33584.97752,795466.1136,833899.1176,935750.7642,240192.0825,5118.159147,0,49836.07281,0,2157576,4348527,1755103,763068,668463,478027776,-12000,1439398.808,2582493,44792.22222,2489,99,78604,1004884,183151,869363,1994055,394990,1299715,8307215,8559465,16441,8115612,6384731,1549554,5154329,1174864,1012007,23831613,25188112,28242416,7252391,167169,0,1504526,0,59.7114094,77.05885906,390290.5503,4983899.221
606,207,219,174,41,2672.601774,30353.29705,5961.872219,24389.61278,73443.87951,12338.12386,34118.9335,188057.1697,384640.6228,549.3800015,313022.9658,233390.8653,50843.33076,123645.6269,34845.19666,20167.81623,797706.7549,273159.7148,152711.9379,202952.9746,4846.724776,0,39769.08131,0,1040537,988397,1827961,846900,784352,522731520,-8000,851473.2143,6297494,45202.7,263,98,89644,1009733,200194,822800,2452199,414871,1143723,6310103,12925031,18430,10442931,7827362,1707945,4166766,1173185,679584,26586999,9426153,5431926,6779114,189374,0,1332255,0,18.48993289,36.07597315,339519.7584,4926975.732
607,73,180,206,49,2349.094073,31524.51836,5853.169665,26521.6518,52244.24354,12158.52304,20663.66593,126990.5591,419081.1751,533.0352414,208963.1161,213750.4435,53550.51373,126188.5405,34561.64016,19482.56308,616394.6257,256389.9063,88488.87938,148886.6653,4930.184884,0,32772.0339,0,1013328,748061,1564560,652051,557275,473264128,-6000,795045.963,2652397,44369.7,275,97,73673,978237,183654,831218,1635855,381674,652007,4029516,13153005,16729,6540407,6634996,1678949,3968625,1085396,617635,19305759,8241224,2871575,4771423,148111,0,1032924,0,10.36,29.95193333,265782.24,4854183.787
